PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
PRKCE	controls-state-change-of	CHUK	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
PRKCE	controls-state-change-of	IKBKB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
PRKCG	controls-state-change-of	CHUK	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
PRKCG	controls-state-change-of	IKBKB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
PRKCH	controls-state-change-of	CHUK	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
PRKCH	controls-state-change-of	IKBKB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
PRKCQ	controls-state-change-of	CHUK	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
PRKCQ	controls-state-change-of	IKBKB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__IKK-RIGHT__IKK-_r58;panther:_CATALYSIS___PKCs_r58m1_r58
PRKRA	controls-state-change-of	EIF2AK2	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___PACT_r115m1_r115;panther:STATE_TRANSITION_LEFT__PKR-RIGHT__PKR-_r115
RIPK1	controls-state-change-of	CASP10	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r54m1_r54;panther:STATE_TRANSITION_LEFT__Caspase_10-RIGHT__Caspase_10-_r54
RIPK1	controls-state-change-of	CASP8	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r53m1_r53;panther:STATE_TRANSITION_LEFT__Caspase_8-RIGHT__Caspase_8-_r53
RIPK1	controls-state-change-of	MAP3K14	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r22m1_r22;panther:STATE_TRANSITION_LEFT__NIK-RIGHT__NIK-_r22
RIPK1	controls-state-change-of	MAP4K2	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__GCK-RIGHT__GCK-_r21;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r21m1_r21
RIPK1	controls-state-change-of	MAP4K3	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r55m1_r55;panther:STATE_TRANSITION_LEFT__GCKR-RIGHT__GCKR-_r55
RIPK1	controls-state-change-of	MAP4K4	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r55m1_r55;panther:STATE_TRANSITION_LEFT__GCKR-RIGHT__GCKR-_r55
RIPK1	controls-state-change-of	PIK3CA	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r19;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r19m1_r19
RIPK1	controls-state-change-of	PIK3CB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r19;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r19m1_r19
RIPK1	controls-state-change-of	PIK3CD	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r19;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r19m1_r19
RIPK1	controls-state-change-of	PIK3CG	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r19;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r19m1_r19
RIPK1	controls-state-change-of	PRKCA	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
RIPK1	controls-state-change-of	PRKCB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
RIPK1	controls-state-change-of	PRKCD	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
RIPK1	controls-state-change-of	PRKCE	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
RIPK1	controls-state-change-of	PRKCG	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
RIPK1	controls-state-change-of	PRKCH	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
RIPK1	controls-state-change-of	PRKCQ	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
RIPK1	in-complex-with	TRADD	PANTHER		Apoptosis signaling pathway	panther:_Complex__TRADD_RAIDD__TRAF2_RIP__s74_a97_
RIPK1	in-complex-with	TRAF2	PANTHER		Apoptosis signaling pathway	panther:_Complex__TRADD_RAIDD__TRAF2_RIP__s74_a97_
TMBIM6	controls-state-change-of	BAK1	PANTHER		Apoptosis signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__Bax-_Bak-RIGHT__Complex__Bax_Bak_-_r95;panther:_CATALYSIS___Bi1_r95m5_r95
TMBIM6	controls-transport-of	BAK1	PANTHER		Apoptosis signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__Bax-_Bak-RIGHT__Complex__Bax_Bak_-_r95;panther:_CATALYSIS___Bi1_r95m5_r95
TMBIM6	controls-state-change-of	BAX	PANTHER		Apoptosis signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__Bax-_Bak-RIGHT__Complex__Bax_Bak_-_r95;panther:_CATALYSIS___Bi1_r95m5_r95
TMBIM6	controls-transport-of	BAX	PANTHER		Apoptosis signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__Bax-_Bak-RIGHT__Complex__Bax_Bak_-_r95;panther:_CATALYSIS___Bi1_r95m5_r95
TNF	controls-state-change-of	CRADD	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48
TNF	controls-state-change-of	FADD	PANTHER		Apoptosis signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TRADD-_FADD-RIGHT__Complex__FADD_TRADD_-_r45;panther:_CATALYSIS___Complex__TNFR1_TNF__r45m1_r45
TNF	controls-state-change-of	MAP3K14	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__NIK-RIGHT__NIK-_r22;panther:_CATALYSIS___Complex__TNFR2_TNF__TRAF2__r22m3_r22
TNF	controls-phosphorylation-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__MADD__r83m3_r83;panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r83
TNF	controls-state-change-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__MADD__r83m3_r83;panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r83
TNF	controls-state-change-of	RIPK1	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48
TNFRSF10A	in-complex-with	TNFSF10	PANTHER		Apoptosis signaling pathway	panther:_Complex__TRAIL_R_TRAIL__s171_a270_
TNFRSF10B	in-complex-with	TNFSF10	PANTHER		Apoptosis signaling pathway	panther:_Complex__TRAIL_R_TRAIL__s171_a270_
TNFRSF10C	in-complex-with	TNFSF10	PANTHER		Apoptosis signaling pathway	panther:_Complex__TRAIL_R_TRAIL__s171_a270_
TNFRSF10D	in-complex-with	TNFSF10	PANTHER		Apoptosis signaling pathway	panther:_Complex__TRAIL_R_TRAIL__s171_a270_
TNFRSF1A	controls-state-change-of	CRADD	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48
TNFRSF1A	controls-state-change-of	FADD	PANTHER		Apoptosis signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TRADD-_FADD-RIGHT__Complex__FADD_TRADD_-_r45;panther:_CATALYSIS___Complex__TNFR1_TNF__r45m1_r45
TNFRSF1A	controls-phosphorylation-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__MADD__r83m3_r83;panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r83
TNFRSF1A	controls-state-change-of	MAP3K5	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__MADD__r83m3_r83;panther:STATE_TRANSITION_LEFT__ASK1-RIGHT__ASK1-_r83
TNFRSF1A	controls-state-change-of	RIPK1	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48
TNFRSF1A	controls-state-change-of	TRADD	PANTHER		Apoptosis signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TRADD-_FADD-RIGHT__Complex__FADD_TRADD_-_r45;panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48;panther:_CATALYSIS___Complex__TNFR1_TNF__r45m1_r45
TNFRSF1A	controls-state-change-of	TRAF2	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48
TNFRSF1B	controls-state-change-of	MAP3K14	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__NIK-RIGHT__NIK-_r22;panther:_CATALYSIS___Complex__TNFR2_TNF__TRAF2__r22m3_r22
TNFRSF1B	in-complex-with	TRAF2	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR2_TNF__TRAF2__s209_a339_
TNF	in-complex-with	TNFRSF1A	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR1_TNF__s203_a320_;panther:_Complex__TNFR1_TNF__MADD__s206_a330_
TNF	in-complex-with	TNFRSF1B	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR2_TNF__s208_a333_;panther:_Complex__TNFR2_TNF__TRAF2__s209_a339_
TNF	controls-state-change-of	TRADD	PANTHER		Apoptosis signaling pathway	panther:HETERODIMER_ASSOCIATION_LEFT__TRADD-_FADD-RIGHT__Complex__FADD_TRADD_-_r45;panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48;panther:_CATALYSIS___Complex__TNFR1_TNF__r45m1_r45
TNF	controls-state-change-of	TRAF2	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TNFR1_TNF__r48m1_r48;panther:HETERODIMER_ASSOCIATION_LEFT__RIP-_TRADD-_TRAF2-_RAIDD-RIGHT__Complex__TRADD_RAIDD__TRAF2_RIP_-_r48
TNF	in-complex-with	TRAF2	PANTHER		Apoptosis signaling pathway	panther:_Complex__TNFR2_TNF__TRAF2__s209_a339_
TRADD	controls-state-change-of	CASP10	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r54m1_r54;panther:_CATALYSIS___Complex__FADD_TRADD__r49m1_r49;panther:STATE_TRANSITION_LEFT__Caspase_10-RIGHT__Caspase_10-_r54;panther:STATE_TRANSITION_LEFT__Caspase_10-RIGHT__Caspase_10-_r49
TRADD	controls-state-change-of	CASP8	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r53m1_r53;panther:_CATALYSIS___Complex__FADD_TRADD__r12m3_r12;panther:STATE_TRANSITION_LEFT__Caspase_8-RIGHT__Caspase_8-_r53;panther:STATE_TRANSITION_LEFT__Caspase_8-RIGHT__Caspase_8-_r12
TRADD	controls-state-change-of	MAP3K14	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r22m1_r22;panther:STATE_TRANSITION_LEFT__NIK-RIGHT__NIK-_r22
TRADD	controls-state-change-of	MAP4K2	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__GCK-RIGHT__GCK-_r21;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r21m1_r21
TRADD	controls-state-change-of	MAP4K3	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r55m1_r55;panther:STATE_TRANSITION_LEFT__GCKR-RIGHT__GCKR-_r55
TRADD	controls-state-change-of	MAP4K4	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r55m1_r55;panther:STATE_TRANSITION_LEFT__GCKR-RIGHT__GCKR-_r55
TRADD	controls-state-change-of	PIK3CA	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r19;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r19m1_r19
TRADD	controls-state-change-of	PIK3CB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r19;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r19m1_r19
TRADD	controls-state-change-of	PIK3CD	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r19;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r19m1_r19
TRADD	controls-state-change-of	PIK3CG	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r19;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r19m1_r19
TRADD	controls-state-change-of	PRKCA	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
TRADD	controls-state-change-of	PRKCB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
TRADD	controls-state-change-of	PRKCD	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
TRADD	controls-state-change-of	PRKCE	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
TRADD	controls-state-change-of	PRKCG	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
TRADD	controls-state-change-of	PRKCH	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
TRADD	controls-state-change-of	PRKCQ	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
TRADD	in-complex-with	TRAF2	PANTHER		Apoptosis signaling pathway	panther:_Complex__TRADD_RAIDD__TRAF2_RIP__s74_a97_
TRAF2	controls-state-change-of	CASP10	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r54m1_r54;panther:STATE_TRANSITION_LEFT__Caspase_10-RIGHT__Caspase_10-_r54
TRAF2	controls-state-change-of	CASP8	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r53m1_r53;panther:STATE_TRANSITION_LEFT__Caspase_8-RIGHT__Caspase_8-_r53
TRAF2	controls-state-change-of	MAP3K14	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r22m1_r22;panther:STATE_TRANSITION_LEFT__NIK-RIGHT__NIK-_r22;panther:_CATALYSIS___Complex__TNFR2_TNF__TRAF2__r22m3_r22
TRAF2	controls-state-change-of	MAP4K2	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__GCK-RIGHT__GCK-_r21;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r21m1_r21
TRAF2	controls-state-change-of	MAP4K3	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r55m1_r55;panther:STATE_TRANSITION_LEFT__GCKR-RIGHT__GCKR-_r55
TRAF2	controls-state-change-of	MAP4K4	PANTHER		Apoptosis signaling pathway	panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r55m1_r55;panther:STATE_TRANSITION_LEFT__GCKR-RIGHT__GCKR-_r55
TRAF2	controls-state-change-of	PIK3CA	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r19;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r19m1_r19
TRAF2	controls-state-change-of	PIK3CB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r19;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r19m1_r19
TRAF2	controls-state-change-of	PIK3CD	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r19;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r19m1_r19
TRAF2	controls-state-change-of	PIK3CG	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PI3K-RIGHT__PI3K-_r19;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r19m1_r19
TRAF2	controls-state-change-of	PRKCA	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
TRAF2	controls-state-change-of	PRKCB	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
TRAF2	controls-state-change-of	PRKCD	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
TRAF2	controls-state-change-of	PRKCE	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
TRAF2	controls-state-change-of	PRKCG	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
TRAF2	controls-state-change-of	PRKCH	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
TRAF2	controls-state-change-of	PRKCQ	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__PKCs-RIGHT__PKCs-_r20;panther:_CATALYSIS___Complex__TRADD_RAIDD__TRAF2_RIP__r20m1_r20
XIAP	controls-state-change-of	CASP3	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__Caspase_3-RIGHT__Caspase_3-_r105;panther:_INHIBITION___XIAP_r105m3_r105
XIAP	controls-state-change-of	CASP7	PANTHER		Apoptosis signaling pathway	panther:STATE_TRANSITION_LEFT__Caspase_7-RIGHT__Caspase_7-_r106;panther:_INHIBITION___XIAP_r106m5_r106
XIAP	controls-state-change-of	CASP9	PANTHER		Apoptosis signaling pathway	panther:_INHIBITION___XIAP_r104m5_r104;panther:STATE_TRANSITION_LEFT__Caspase_9-RIGHT__Caspase_9-_r104

PARTICIPANT	PARTICIPANT_TYPE	PARTICIPANT_NAME	UNIFICATION_XREF	RELATIONSHIP_XREF
ATF1	ProteinReference	ATF1_HUMAN	uniprot:P18846	hgnc.symbol:ATF1;ncbigene:466
ATF2	ProteinReference	ATF2_HUMAN	uniprot:P15336	hgnc.symbol:ATF2;ncbigene:1386
TNF	ProteinReference	TNFA_HUMAN	uniprot:P01375	hgnc.symbol:TNF;ncbigene:7124
AKT2	ProteinReference	AKT2_HUMAN	uniprot:P31751	hgnc.symbol:AKT2;ncbigene:208
AKT3	ProteinReference	AKT3_HUMAN	uniprot:Q9Y243	hgnc.symbol:AKT3;ncbigene:10000
TNFSF10	ProteinReference	TNF10_HUMAN	uniprot:P50591	hgnc.symbol:TNFSF10;ncbigene:8743
AKT1	ProteinReference	AKT1_HUMAN	uniprot:P31749	hgnc.symbol:AKT1;ncbigene:207
MAP3K5	ProteinReference	M3K5_HUMAN	uniprot:Q99683	hgnc.symbol:MAP3K5;ncbigene:4217
MAP2K3	ProteinReference	MP2K3_HUMAN	uniprot:P46734	hgnc.symbol:MAP2K3;ncbigene:5606
PRKCG	ProteinReference	KPCG_HUMAN	uniprot:P05129	hgnc.symbol:PRKCG;ncbigene:5582
MAP2K4	ProteinReference	MP2K4_HUMAN	uniprot:P45985	hgnc.symbol:MAP2K4;ncbigene:6416
DAXX	ProteinReference	DAXX_HUMAN	uniprot:Q9UER7	hgnc.symbol:DAXX;ncbigene:1616
PRKCH	ProteinReference	KPCL_HUMAN	uniprot:P24723	hgnc.symbol:PRKCH;ncbigene:5583
ENDOG	ProteinReference	NUCG_HUMAN	uniprot:Q14249	hgnc.symbol:ENDOG;ncbigene:2021
PRKCB	ProteinReference	KPCB_HUMAN	uniprot:P05771	hgnc.symbol:PRKCB;ncbigene:5579
PRKCE	ProteinReference	KPCE_HUMAN	uniprot:Q02156	hgnc.symbol:PRKCE;ncbigene:5581
PRKCD	ProteinReference	KPCD_HUMAN	uniprot:Q05655	hgnc.symbol:PRKCD;ncbigene:5580
PRKCA	ProteinReference	KPCA_HUMAN	uniprot:P17252	hgnc.symbol:PRKCA;ncbigene:5578
MADD	ProteinReference	MADD_HUMAN	uniprot:Q8WXG6	hgnc.symbol:MADD;ncbigene:8567
PRKCQ	ProteinReference	KPCT_HUMAN	uniprot:Q04759	hgnc.symbol:PRKCQ;ncbigene:5588
ATF7	ProteinReference	ATF7_HUMAN	uniprot:P17544	hgnc.symbol:ATF7;ncbigene:11016
TP53	ProteinReference	P53_HUMAN	uniprot:P04637	hgnc.symbol:TP53;ncbigene:7157
ATF6	ProteinReference	ATF6A_HUMAN	uniprot:P18850	hgnc.symbol:ATF6;ncbigene:22926
ATF3	ProteinReference	ATF3_HUMAN	uniprot:P18847	hgnc.symbol:ATF3;ncbigene:467
ATF4	ProteinReference	ATF4_HUMAN	uniprot:P18848	hgnc.symbol:ATF4;ncbigene:468
DIABLO	ProteinReference	DBLOH_HUMAN	uniprot:Q9NR28	hgnc.symbol:DIABLO;ncbigene:56616
CREM	ProteinReference	CREM_HUMAN	uniprot:Q03060	hgnc.symbol:CREM;ncbigene:1390
BCL2L10	ProteinReference	B2L10_HUMAN	uniprot:Q9HD36	hgnc.symbol:BCL2L10;ncbigene:10017
BAG4	ProteinReference	BAG4_HUMAN	uniprot:O95429	hgnc.symbol:BAG4;ncbigene:9530
BCL2L11	ProteinReference	B2L11_HUMAN	uniprot:O43521	hgnc.symbol:BCL2L11;ncbigene:10018
BAG3	ProteinReference	BAG3_HUMAN	uniprot:O95817	hgnc.symbol:BAG3;ncbigene:9531
RIPK1	ProteinReference	RIPK1_HUMAN	uniprot:Q13546	hgnc.symbol:RIPK1;ncbigene:8737
FADD	ProteinReference	FADD_HUMAN	uniprot:Q13158	hgnc.symbol:FADD;ncbigene:8772
MAP2K7	ProteinReference	MP2K7_HUMAN	uniprot:O14733	hgnc.symbol:MAP2K7;ncbigene:5609
MCL1	ProteinReference	MCL1_HUMAN	uniprot:Q07820	hgnc.symbol:MCL1;ncbigene:4170
HSPA8	ProteinReference	HSP7C_HUMAN	uniprot:P11142	hgnc.symbol:HSPA8;ncbigene:3312
JUN	ProteinReference	JUN_HUMAN	uniprot:P05412	hgnc.symbol:JUN;ncbigene:3725
CRADD	ProteinReference	CRADD_HUMAN	uniprot:P78560	hgnc.symbol:CRADD;ncbigene:8738
HSPA5	ProteinReference	BIP_HUMAN	uniprot:P11021	hgnc.symbol:HSPA5;ncbigene:3309
HSPA6	ProteinReference	HSP76_HUMAN	uniprot:P17066	hgnc.symbol:HSPA6;ncbigene:3310
TNFRSF10C	ProteinReference	TR10C_HUMAN	uniprot:O14798	hgnc.symbol:TNFRSF10C;ncbigene:8794
